1647323189.6767125	0 Bytes
1647323202.3582175	0 Bytes
1647323203.3700194	16.8 kB
1647323204.3779888	34.2 kB
1647323205.413975	54.5 kB
1647323206.454731	69.8 kB
1647323207.4563475	87.1 kB
1647323208.4629111	102.7 kB
1647323209.4901743	109.6 kB
1647323210.493901	122.3 kB
1647323211.5438368	129.8 kB
1647323212.5668068	140.8 kB
1647323213.6059465	149.1 kB
1647323214.6371677	157.9 kB
1647323215.6819563	164.1 kB
1647323216.6860187	171.4 kB
1647323217.6863055	176.9 kB
1647323218.7149549	182.8 kB
1647323219.7267177	189.5 kB
1647323220.7379801	193.1 kB
1647323221.7529535	198.9 kB
1647323222.783973	203.1 kB
1647323223.7911768	207.5 kB
1647323224.797989	210.8 kB
1647323225.8372045	214.9 kB
1647323226.8379252	218.6 kB
1647323227.8379455	221.4 kB
1647323228.8522043	223.7 kB
1647323229.8948364	227.1 kB
1647323230.9299366	229.2 kB
1647323231.9340706	232.5 kB
1647323232.9444366	234.1 kB
