1647323189.5434134	0 Bytes
1647323195.3902502	0 Bytes
1647323196.4336772	31.3 kB
1647323197.457859	63.5 kB
1647323198.4581795	115.5 kB
1647323199.4902682	149.1 kB
1647323200.4933527	179.9 kB
1647323201.5098379	207.4 kB
1647323202.5138516	197.1 kB
1647323203.5231597	210.4 kB
1647323204.5246007	227.1 kB
1647323205.5249104	243.9 kB
1647323206.5378742	260.1 kB
1647323207.5884717	272.9 kB
1647323208.6655095	276.9 kB
1647323209.6738982	277.3 kB
1647323210.682617	285.3 kB
1647323211.7062893	294.6 kB
1647323212.7102294	297.6 kB
1647323213.7154949	305.7 kB
1647323214.7171738	311.9 kB
1647323215.745859	314.5 kB
1647323216.8267472	317.9 kB
1647323217.8320556	322.4 kB
1647323218.857836	327.3 kB
1647323219.8670595	324.5 kB
