1647322538.739435	0 Bytes
1647322545.2352962	0 Bytes
1647322546.2910388	2.2 kB
1647322547.2925434	27.4 kB
1647322548.332994	42.8 kB
1647322549.38018	59.0 kB
1647322550.3810346	72.8 kB
1647322551.4718685	72.0 kB
1647322552.4730756	84.6 kB
1647322553.5050776	95.2 kB
1647322554.5882273	102.6 kB
1647322555.6108842	109.2 kB
1647322556.6751223	114.6 kB
1647322557.6770828	119.4 kB
1647322558.7243314	120.1 kB
1647322559.7340417	125.5 kB
1647322560.76329	129.7 kB
1647322561.773082	134.5 kB
1647322562.8090668	137.9 kB
1647322563.8228462	140.7 kB
1647322564.8586736	143.8 kB
1647322565.897047	146.8 kB
1647322566.9130683	149.5 kB
1647322567.9210806	151.6 kB
1647322568.9349322	153.4 kB
1647322569.9370267	155.7 kB
1647322570.9610586	156.9 kB
1647322571.993065	159.1 kB
1647322573.027442	160.6 kB
1647322574.0374866	161.9 kB
1647322575.0527143	163.2 kB
1647322576.0905817	164.5 kB
1647322577.0970967	165.4 kB
1647322578.1010406	165.3 kB
1647322579.12157	166.5 kB
1647322580.1398976	167.2 kB
1647322581.1650653	169.0 kB
1647322582.1739697	169.9 kB
1647322583.213034	170.8 kB
1647322584.2530007	171.6 kB
1647322585.2901318	172.0 kB
1647322586.3010073	172.8 kB
1647322587.3094316	174.0 kB
1647322588.3715575	174.5 kB
1647322589.3916113	175.5 kB
1647322590.3964775	175.5 kB
1647322591.4010832	176.5 kB
1647322592.4188356	177.2 kB
1647322593.4314058	177.4 kB
1647322594.4570367	177.9 kB
1647322595.48443	178.4 kB
1647322596.5220332	178.4 kB
