1647320077.3383217	0 Bytes
1647320090.6280198	0 Bytes
1647320091.6499083	6.0 kB
1647320092.6695268	37.8 kB
1647320093.9433384	39.3 kB
1647320094.9839342	38.1 kB
1647320096.1733642	36.1 kB
1647320097.1938705	43.5 kB
1647320098.2163086	65.1 kB
1647320099.257845	86.6 kB
1647320100.2771719	103.3 kB
1647320101.3058972	119.6 kB
1647320102.3434494	133.3 kB
1647320103.355156	147.7 kB
1647320104.3818462	161.4 kB
1647320105.3978794	173.7 kB
1647320106.4139025	185.3 kB
1647320107.4341831	195.6 kB
1647320108.444672	206.1 kB
1647320109.469891	215.6 kB
1647320110.4852014	224.6 kB
1647320111.497923	232.8 kB
1647320112.5219223	240.5 kB
1647320113.541847	247.8 kB
1647320114.5698817	255.5 kB
1647320115.6120594	260.7 kB
