1647320077.5303013	0 Bytes
1647320084.271817	0 Bytes
1647320085.2816563	0 Bytes
1647320086.2831016	0 Bytes
1647320087.2845066	0 Bytes
1647320088.285949	0 Bytes
1647320089.3036911	12.5 kB
1647320090.3199272	45.2 kB
1647320091.3213048	66.9 kB
1647320092.3323324	98.5 kB
1647320093.332334	103.2 kB
1647320094.8804557	97.0 kB
1647320095.9687128	92.0 kB
1647320096.9867654	93.5 kB
1647320097.999391	110.9 kB
1647320099.019842	131.2 kB
1647320100.0265608	147.3 kB
1647320101.0520325	165.1 kB
1647320102.0919032	182.2 kB
1647320103.1278617	197.6 kB
1647320104.1420329	210.5 kB
1647320105.151169	223.4 kB
1647320106.1598709	234.9 kB
1647320107.1605988	246.3 kB
1647320108.1652918	255.6 kB
1647320109.1678681	266.3 kB
1647320110.2078607	274.3 kB
1647320111.211879	282.9 kB
1647320112.2231686	291.2 kB
