1647320077.9542892	0 Bytes
1647320083.7837205	0 Bytes
1647320084.810347	3.8 kB
1647320085.8830686	12.5 kB
1647320086.8846812	13.2 kB
1647320087.915891	14.0 kB
1647320089.287473	17.7 kB
1647320090.3177323	51.9 kB
1647320091.318302	74.5 kB
1647320092.3490288	102.2 kB
1647320093.4497747	106.6 kB
1647320094.7420142	100.1 kB
1647320095.8205857	95.2 kB
1647320096.8448472	97.7 kB
1647320097.885028	114.1 kB
1647320098.914272	131.8 kB
1647320099.9290426	148.4 kB
1647320100.937033	162.6 kB
1647320101.9690785	174.5 kB
1647320102.9693248	187.6 kB
1647320103.9726918	198.5 kB
1647320104.9851162	210.1 kB
1647320106.0000355	219.6 kB
1647320107.0352266	228.6 kB
1647320108.041635	236.3 kB
1647320109.0810878	244.5 kB
1647320110.0860074	253.4 kB
1647320111.0930336	261.4 kB
1647320112.113091	267.3 kB
1647320113.1309006	273.2 kB
1647320114.1496549	278.6 kB
