1647322161.4446735	0 Bytes
1647322170.7300441	0 Bytes
1647322171.736186	2.3 kB
1647322172.75242	23.6 kB
1647322173.8332677	38.6 kB
1647322174.8669767	52.9 kB
1647322175.8758905	66.7 kB
1647322176.9380991	75.1 kB
1647322177.9582696	84.2 kB
1647322178.9758937	91.6 kB
1647322180.0382628	97.1 kB
1647322181.0390136	104.4 kB
1647322182.080123	109.5 kB
1647322183.1213617	110.3 kB
1647322184.1296248	116.6 kB
1647322185.2444556	114.4 kB
1647322186.263929	116.0 kB
1647322187.2690184	119.7 kB
1647322188.334293	124.9 kB
1647322189.3355691	126.8 kB
1647322190.3376167	130.8 kB
1647322191.375882	135.7 kB
1647322192.3918703	138.4 kB
1647322193.4238935	141.5 kB
1647322194.492309	144.3 kB
1647322195.5334132	146.5 kB
1647322196.536094	149.3 kB
1647322197.575858	151.6 kB
1647322198.5825775	154.1 kB
1647322199.633171	155.9 kB
1647322200.6331766	158.5 kB
1647322201.6457436	160.1 kB
1647322202.6673913	162.1 kB
1647322203.7026129	164.1 kB
1647322204.7398689	166.0 kB
1647322205.746471	168.2 kB
1647322206.779894	170.1 kB
1647322207.813141	171.6 kB
1647322208.9017642	172.8 kB
1647322209.933884	173.9 kB
1647322210.9358044	175.3 kB
1647322211.9438627	177.0 kB
1647322212.9572368	178.2 kB
1647322213.9798934	179.0 kB
1647322215.0154788	179.8 kB
1647322216.0326629	180.2 kB
1647322217.9392357	178.1 kB
1647322219.0295422	175.7 kB
