1647322160.5525484	0 Bytes
1647322166.365706	0 Bytes
1647322167.3739932	12.8 kB
1647322168.3779678	43.4 kB
1647322169.4477468	63.4 kB
1647322170.5344474	83.7 kB
1647322171.5612493	109.7 kB
1647322172.5649674	138.5 kB
1647322173.5979116	163.6 kB
1647322174.63039	186.3 kB
1647322175.6578932	201.6 kB
1647322176.6760714	219.4 kB
1647322177.6819541	234.8 kB
1647322178.7018664	248.9 kB
1647322179.7373073	252.6 kB
1647322180.7560818	258.7 kB
1647322181.7939343	267.1 kB
1647322182.828147	270.9 kB
1647322183.8299453	275.3 kB
1647322184.857655	278.7 kB
1647322185.8779569	284.3 kB
1647322186.9408064	287.8 kB
1647322187.9408522	291.5 kB
1647322188.9558733	293.1 kB
1647322189.9779806	296.7 kB
1647322191.0324628	298.6 kB
1647322192.044756	304.7 kB
1647322193.050175	307.5 kB
