1647322161.1507103	0 Bytes
1647322164.8738678	0 Bytes
1647322165.9078567	54.6 kB
1647322166.9318745	128.7 kB
1647322167.955876	189.0 kB
1647322168.9838884	229.1 kB
1647322170.0038874	270.2 kB
1647322171.1037931	287.1 kB
1647322172.1055436	298.0 kB
1647322173.1439095	325.1 kB
1647322174.183846	341.7 kB
1647322175.189413	350.4 kB
1647322176.1917195	358.0 kB
1647322177.2278886	357.5 kB
1647322178.2994356	354.6 kB
1647322179.3516653	341.8 kB
1647322180.3578832	335.1 kB
1647322181.377043	327.2 kB
1647322182.3838806	327.5 kB
1647322183.386313	324.9 kB
1647322184.3958914	321.7 kB
1647322185.427901	324.4 kB
1647322186.439869	322.4 kB
1647322187.4483554	327.0 kB
1647322188.4838917	329.7 kB
1647322189.5278893	332.1 kB
1647322190.559889	333.1 kB
1647322191.5799127	333.6 kB
